Course Delivery Mode,Faculty,Currency,Career_Outcomes/path,Currency_Time,Course_Lang,Country,Duration,Website,Part_Time,Blended,Full_Time,Course,Prerequisite_2_grade_2,Online,Availability,Face_to_Face,Prerequisite_1_grade_1,Int_Fees,Offline,Prerequisite_1,Description,Remarks,Level_Code,City,Distance,University,Prerequisite_2,Duration_Time,Local_Fees,FREE TAFE
Normal,"English, Education and Teacher Training",AUD,This qualification may assist learners to provide evidence to prospective employers of their intermediate English language proficiency.,Years,English,Australia,40.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-for-Migrants/Certificate-II-in-EAL-Access-AMEP,Yes,No,No,Certificate II in EAL (Access),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"If you have come from a non-English speaking background but have already started developing your English reading, writing, listening and speaking skills, take them even further with the Certificate II in EAL (Access).",,CERTII,Melbourne,No,Holmesglen Institute,IELTS,Weeks,"3,600.00",No
Normal,"English, Education and Teacher Training",AUD,This qualification may assist learners to provide evidence to prospective employers of their upper intermediate English language proficiency,Years,English,Australia,40.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-for-Migrants/Certificate-III-in-EAL-Access-AMEP,Yes,No,No,Certificate III in EAL (Access),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"If you have come from a non-English speaking background but have already started developing your English reading, writing, listening and speaking skills, take them even further with the Certificate III in EAL (Access).",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Weeks,"3,600.00",No
Normal,"English, Education and Teacher Training",AUD,This qualification may assist learners to provide evidence to prospective employers of their upper intermediate English language proficiency,Years,English,Australia,40.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-for-Migrants/Certificate-III-in-EAL-Access-AMEP,Yes,No,No,Certificate III in EAL (Access),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"If you have come from a non-English speaking background but have already started developing your English reading, writing, listening and speaking skills, take them even further with the Certificate III in EAL (Access).",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Weeks,"3,600.00",No
Normal,"English, Education and Teacher Training",AUD,None,Years,English,Australia,40.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-for-Migrants/Course-in-EAL-AMEP,Yes,No,No,Course in EAL,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"If you are new to Australia or from a non-English speaking background, this Course in English as an Additional Language (EAL) will help you develop the knowledge and skills you need to live and communicate comfortably in Australia.",,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Weeks,"3,600.00",No
Normal,"English, Education and Teacher Training",AUD,None,Years,English,Australia,40.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-for-Migrants/Course-in-EAL-AMEP,Yes,No,No,Course in EAL,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"If you are new to Australia or from a non-English speaking background, this Course in English as an Additional Language (EAL) will help you develop the knowledge and skills you need to live and communicate comfortably in Australia.",,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Weeks,"3,600.00",No
Normal,"English, Education and Teacher Training",AUD,None,Years,English,Australia,40.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-for-Migrants/Course-in-Initial-EAL-AMEP,Yes,No,No,Course in Initial EAL,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"In this course, you'll improve your ability to participate in conversations, understand the information that you read and listen to, write short messages and complete forms.",,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Weeks,"3,600.00",No
Normal,"English, Education and Teacher Training",AUD,None,Years,English,Australia,40.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-for-Migrants/Course-in-Initial-EAL-AMEP,Yes,No,No,Course in Initial EAL,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"In this course, you'll improve your ability to participate in conversations, understand the information that you read and listen to, write short messages and complete forms.",,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Weeks,"3,600.00",No
Normal,"English, Education and Teacher Training",AUD,"Time is devoted by educators to improve students employability skills and independent skills (communication, living skills, self confidence and interview/CV, etc).  Students are from a wide variety of backgrounds, hence career outcomes vary.",Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/General-Education/Certificate-I-in-Developing-Independence,Yes,No,No,Certificate I in Developing Independence,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate I in Developing Independence is designed to enhance independent living skills, as well as identify a participant's further training pathways, help define personal goals, develop social skills and encourage civic participation.",,CERTI,Melbourne,No,Holmesglen Institute,IELTS,Months,NoLocalFee,No
Normal,"English, Education and Teacher Training",AUD,generic employability skillsretail and hospitality skillscommunication skillscoping skills,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/General-Education/Certificate-I-in-General-Education-for-Adults-Switch-program,No,No,Yes,Certificate I in General Education for Adults,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate I in General Education for Adults,  Switch program,  is a re-engagement program for students who are looking to thrive in a different learning environment to that of traditional schooling.",,CERTI,Melbourne,No,Holmesglen Institute,IELTS,Year,"2,700.00",No
Normal,"English, Education and Teacher Training",AUD,Open or supported employmentvoluntary workcommunity activities,Years,English,Australia,36.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/General-Education/Certificate-I-in-Transition-Education,No,No,Yes,Certificate I in Transition Education,Na,No,D,Yes,,NoIntFee,Yes,ATAR,Are you 16-19 years old? Do you need support with your learning and/or social skills? Did you attend a specialist school or get help from a teacher's aide in class? This course gives you the opportunity to take part in a range of subjects that focus on the skills you need at work and in everyday life.,,CERTI,Melbourne,No,Holmesglen Institute,IELTS,Weeks,"18,778.50",No
Normal,"English, Education and Teacher Training",AUD,Open or supported employmentvoluntary workcommunity activities,Years,English,Australia,36.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/General-Education/Certificate-I-in-Transition-Education,No,No,Yes,Certificate I in Transition Education,Na,No,D,Yes,,NoIntFee,Yes,ATAR,Are you 16-19 years old? Do you need support with your learning and/or social skills? Did you attend a specialist school or get help from a teacher's aide in class? This course gives you the opportunity to take part in a range of subjects that focus on the skills you need at work and in everyday life.,,CERTI,Melbourne,No,Holmesglen Institute,IELTS,Weeks,"18,778.50",No
Normal,"English, Education and Teacher Training",AUD,open or supported employmentvoluntary work,Years,English,Australia,36.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/General-Education/Certificate-I-in-Work-Education,No,No,Yes,Certificate I in Work Education,Na,No,D,Yes,,NoIntFee,Yes,ATAR,Are you 16-19 years old? Do you need support with your learning and/or social skills? Did you attend a specialist school or get help from a teacher's aide in class? The Certificate I in Work Education will help you learn the skills you will need to be successful at work.,,CERTI,Melbourne,No,Holmesglen Institute,IELTS,Weeks,"18,757.75",No
Normal,"English, Education and Teacher Training",AUD,open or supported employmentvoluntary work,Years,English,Australia,36.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/General-Education/Certificate-I-in-Work-Education,No,No,Yes,Certificate I in Work Education,Na,No,D,Yes,,NoIntFee,Yes,ATAR,Are you 16-19 years old? Do you need support with your learning and/or social skills? Did you attend a specialist school or get help from a teacher's aide in class? The Certificate I in Work Education will help you learn the skills you will need to be successful at work.,,CERTI,Melbourne,No,Holmesglen Institute,IELTS,Weeks,"18,757.75",No
Normal,"English, Education and Teacher Training",AUD,The 22481VIC Certificate II in Work Education may lead to entry-level open employment roles across a range of sectors.,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/General-Education/Certificate-II-in-Work-Education,No,No,Yes,Certificate II in Work Education,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Certificate II in Work Education prepares young people with complex learning needs for participation in the workforce.,,CERTII,Melbourne,No,Holmesglen Institute,IELTS,Year,"8,050.00",No
Normal,"English, Education and Teacher Training",AUD,The 22481VIC Certificate II in Work Education may lead to entry-level open employment roles across a range of sectors.,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/General-Education/Certificate-II-in-Work-Education,No,No,Yes,Certificate II in Work Education,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Certificate II in Work Education prepares young people with complex learning needs for participation in the workforce.,,CERTII,Melbourne,No,Holmesglen Institute,IELTS,Year,"8,050.00",No
Normal,"English, Education and Teacher Training",AUD,Language teacher in the TAFE and vocational education sectorEnglish teacher in the higher education sectorEnglish language teacher in ELICOS courses.,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-language-teacher-training/Graduate-Certificate-in-Teaching-English-as-an-Additional-Language-to-Adults-TEAL,Yes,No,Yes,Graduate Certificate in Teaching English as an Additional Language to Adults (TEAL),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Graduate Certificate in Teaching English as an Additional Language to Adults is a higher qualification for experienced (in-service) teachers, and provides a pathway into English teaching work at TAFEs and other tertiary institutions.",,ENG,Melbourne,No,Holmesglen Institute,IELTS,Year,"10,395.00",No
Normal,"English, Education and Teacher Training",AUD,Language teacher in the TAFE and vocational education sectorEnglish teacher in the higher education sectorEnglish language teacher in ELICOS courses.,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-language-teacher-training/Graduate-Certificate-in-Teaching-English-as-an-Additional-Language-to-Adults-TEAL,Yes,No,Yes,Graduate Certificate in Teaching English as an Additional Language to Adults (TEAL),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Graduate Certificate in Teaching English as an Additional Language to Adults is a higher qualification for experienced (in-service) teachers, and provides a pathway into English teaching work at TAFEs and other tertiary institutions.",,ENG,Melbourne,No,Holmesglen Institute,IELTS,Year,"10,395.00",No
Normal,"English, Education and Teacher Training",AUD,Language teacher in the TAFE and vocational education sectorEnglish teacher in the higher education sectorEnglish language teacher in ELICOS courses.,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-language-teacher-training/Graduate-Certificate-in-Teaching-English-as-an-Additional-Language-to-Adults-TEAL,Yes,No,Yes,Graduate Certificate in Teaching English as an Additional Language to Adults (TEAL),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Graduate Certificate in Teaching English as an Additional Language to Adults is a higher qualification for experienced (in-service) teachers, and provides a pathway into English teaching work at TAFEs and other tertiary institutions.",,ENG,Melbourne,No,Holmesglen Institute,IELTS,Year,"10,395.00",No
